customer_age,asset_value,credit_score,contract_length,interest_rate,payment_frequency,time_to_default,defaulted
24.0,68561.84,586.0,60,0.0664,2,21.42,1
59.0,279657.56,590.0,60,0.0414,4,1.4,1
74.0,227293.68,773.0,60,0.0746,4,5.84,0
24.0,130318.28,788.0,24,0.0558,4,54.17,0
53.0,64517.12,703.0,60,0.0566,2,4.91,1
35.0,61236.6,577.0,24,0.0304,1,38.81,0
38.0,128514.85,704.0,24,0.0629,4,19.48,0
36.0,40470.53,826.0,36,0.0587,1,49.33,0
32.0,9113.2,850.0,60,0.02,1,16.33,0
46.0,97929.59,668.0,48,0.0756,4,0.63,1
33.0,19320.68,534.0,60,0.0675,4,1.34,1
49.0,22876.35,784.0,48,0.0341,2,7.73,0
44.0,59887.55,672.0,60,0.0687,4,21.44,0
41.0,54441.13,794.0,24,0.0416,2,34.79,0
31.0,14587.56,728.0,60,0.0371,2,12.45,0
36.0,70649.87,612.0,60,0.057,1,24.83,0
56.0,157336.12,706.0,60,0.0697,2,18.49,0
53.0,19373.44,831.0,60,0.0805,1,9.26,0
30.0,213733.1,685.0,36,0.0851,2,38.03,0
46.0,12579.57,597.0,36,0.02,4,36.01,0
56.0,497486.72,541.0,24,0.02,12,33.54,0
20.0,39685.44,623.0,24,0.0414,1,55.87,0
53.0,69259.6,659.0,48,0.0319,4,55.59,0
35.0,9026.92,782.0,24,0.0994,1,9.7,1
54.0,56267.02,588.0,36,0.0556,2,7.55,1
34.0,75243.3,850.0,24,0.0458,1,48.3,0
18.0,54931.26,566.0,48,0.0392,12,6.59,0
21.0,34095.44,850.0,48,0.054,4,50.7,0
46.0,23235.47,850.0,36,0.02,1,0.31,0
49.0,185447.41,714.0,24,0.068,12,0.12,0
31.0,61747.4,535.0,48,0.078,4,5.73,1
55.0,279498.55,694.0,24,0.02,12,47.58,0
20.0,35366.41,661.0,24,0.0617,1,6.08,1
44.0,38762.37,573.0,36,0.059,12,23.95,0
27.0,135346.61,729.0,36,0.0606,2,37.86,0
35.0,11813.82,618.0,24,0.0604,1,3.59,1
46.0,17792.58,629.0,60,0.0288,4,7.26,1
32.0,179420.05,680.0,60,0.0472,2,19.68,1
39.0,18547.05,643.0,12,0.0674,1,11.09,1
60.0,9710.36,850.0,12,0.02,2,41.36,0
36.0,387909.44,646.0,12,0.0523,12,37.03,0
58.0,14856.35,744.0,36,0.0614,4,2.92,1
28.0,71978.26,715.0,24,0.0428,2,44.54,1
53.0,64156.79,735.0,48,0.0595,12,2.31,0
67.0,3602.46,743.0,24,0.0508,12,19.87,1
18.0,45829.49,788.0,24,0.0457,4,8.48,0
33.0,93752.47,727.0,12,0.0414,1,32.84,0
54.0,85332.39,722.0,24,0.0755,4,7.08,1
42.0,147786.02,706.0,12,0.0476,4,58.17,0
51.0,40640.02,686.0,24,0.0329,12,25.95,0
36.0,122088.86,609.0,48,0.0247,4,2.88,1
46.0,30051.59,694.0,60,0.02,4,47.79,0
43.0,14611.04,724.0,60,0.021,1,7.28,0
63.0,16354.72,740.0,36,0.0409,4,9.07,1
49.0,13875.63,718.0,48,0.0474,4,16.7,1
50.0,164322.46,677.0,24,0.0438,12,22.93,0
39.0,13166.44,694.0,48,0.0333,1,5.73,0
38.0,78750.42,645.0,24,0.0391,4,12.24,1
39.0,45893.36,731.0,48,0.0634,1,29.15,1
51.0,54033.06,678.0,48,0.0706,1,6.99,1
39.0,234124.26,718.0,60,0.084,12,10.57,1
49.0,38621.82,800.0,48,0.0508,4,16.14,0
76.0,110370.87,629.0,36,0.0764,2,6.63,1
58.0,62165.99,760.0,24,0.0529,1,35.14,0
40.0,51430.21,703.0,12,0.0788,12,10.78,1
63.0,597177.18,850.0,48,0.0618,1,10.23,1
39.0,14166.83,678.0,12,0.0509,2,12.79,1
18.0,217321.22,770.0,60,0.02,2,42.91,0
30.0,115428.5,702.0,12,0.047,4,8.53,1
18.0,37066.73,561.0,36,0.0338,12,5.86,1
40.0,305381.93,648.0,36,0.0427,2,27.68,0
45.0,9432.25,788.0,60,0.0751,1,0.99,1
70.0,35533.58,657.0,36,0.0585,2,14.68,1
50.0,17881.43,478.0,24,0.0701,1,13.37,1
42.0,90407.59,697.0,36,0.0614,12,13.78,0
57.0,19671.69,591.0,48,0.0307,4,1.57,0
18.0,92324.42,713.0,36,0.0886,2,15.47,0
49.0,49690.23,850.0,24,0.0466,12,38.81,1
57.0,37073.07,777.0,60,0.0708,12,31.53,1
23.0,88313.41,850.0,36,0.0826,2,7.86,0
62.0,45769.74,644.0,24,0.0228,12,40.3,0
50.0,20158.17,686.0,48,0.0482,4,20.4,0
39.0,985961.9,596.0,12,0.064,4,18.06,0
54.0,36784.54,632.0,12,0.0444,2,2.15,1
79.0,6518.44,607.0,60,0.1047,2,2.96,1
48.0,25794.11,569.0,60,0.0553,12,1.31,1
49.0,16860.41,837.0,12,0.0624,12,38.44,0
38.0,136782.26,491.0,12,0.0867,12,6.87,0
32.0,82590.72,837.0,60,0.0224,2,7.24,0
57.0,89206.82,825.0,12,0.0412,2,30.14,0
32.0,41356.2,750.0,36,0.0308,1,43.1,0
46.0,45281.31,589.0,24,0.0586,12,11.73,0
38.0,41318.64,542.0,60,0.0827,2,11.2,1
52.0,55204.89,645.0,24,0.0291,1,9.45,1
50.0,138044.78,763.0,48,0.0218,4,15.83,1
61.0,83790.54,700.0,48,0.0536,1,28.84,0
37.0,98726.91,596.0,36,0.0772,4,24.8,1
41.0,98672.24,815.0,48,0.0342,2,0.87,1
30.0,144993.25,850.0,60,0.0297,12,5.0,1
38.0,79869.56,677.0,36,0.0817,4,20.08,0
51.0,85720.57,711.0,36,0.0461,12,9.39,0
56.0,196576.36,549.0,60,0.0627,12,14.86,1
31.0,30790.27,659.0,12,0.0776,4,2.85,0
58.0,25444.56,751.0,24,0.0603,12,27.65,0
65.0,18289.43,735.0,60,0.0507,12,4.2,1
51.0,71891.59,649.0,12,0.0306,12,19.11,1
73.0,9379.37,673.0,12,0.0394,12,30.38,1
33.0,95049.6,655.0,48,0.057,1,20.43,0
26.0,53680.6,672.0,36,0.0749,4,4.63,0
18.0,186211.74,742.0,36,0.0404,12,55.93,0
67.0,30579.43,503.0,48,0.0382,12,11.43,0
55.0,48858.41,693.0,48,0.0597,2,54.52,0
44.0,183910.28,735.0,36,0.0347,2,13.53,0
49.0,238741.26,643.0,60,0.0588,4,4.23,0
28.0,30328.64,652.0,60,0.0329,12,5.02,0
82.0,71810.16,655.0,60,0.0552,4,15.98,1
47.0,80371.83,652.0,60,0.0436,2,2.21,1
47.0,86999.13,701.0,48,0.0523,2,6.47,1
56.0,46047.3,713.0,24,0.0661,2,24.81,1
52.0,215643.83,490.0,24,0.0481,1,50.17,0
48.0,9047.98,765.0,36,0.0581,1,41.74,0
33.0,39295.68,671.0,24,0.0362,2,11.95,1
52.0,93707.24,850.0,60,0.039,2,35.44,0
73.0,94582.22,581.0,48,0.0281,1,2.84,0
65.0,231598.15,613.0,60,0.0488,2,0.96,1
69.0,198436.69,680.0,12,0.0559,2,8.87,1
37.0,45001.83,741.0,48,0.0577,1,8.06,1
30.0,219667.7,505.0,12,0.0839,1,14.8,0
43.0,29318.04,617.0,12,0.0595,1,40.21,0
46.0,151886.28,759.0,36,0.0414,2,36.23,0
61.0,366049.0,605.0,12,0.0965,2,6.72,0
20.0,201782.19,837.0,24,0.0343,12,8.18,0
68.0,66554.1,655.0,24,0.054,2,33.54,1
43.0,42968.44,610.0,12,0.0722,2,20.13,0
39.0,12983.16,761.0,36,0.0612,1,2.48,1
30.0,81677.97,850.0,12,0.02,4,51.33,0
20.0,19629.38,742.0,48,0.0636,2,25.69,1
57.0,27088.52,826.0,48,0.039,2,40.75,0
46.0,18201.41,850.0,48,0.0348,2,38.19,0
26.0,37782.74,608.0,48,0.02,12,19.4,0
26.0,58222.7,794.0,12,0.0531,1,27.47,1
40.0,78717.01,548.0,60,0.0409,12,2.02,0
70.0,32842.98,742.0,60,0.0568,12,12.3,1
41.0,174430.86,693.0,48,0.0324,4,31.09,1
22.0,48620.22,824.0,36,0.1215,2,22.71,0
41.0,27235.53,817.0,36,0.0418,12,1.01,0
41.0,75078.71,757.0,12,0.0732,12,11.52,0
18.0,426578.99,730.0,60,0.0728,12,56.65,0
44.0,83713.92,751.0,12,0.0695,1,50.96,0
42.0,41653.65,706.0,24,0.0328,2,11.72,0
55.0,12997.84,694.0,48,0.0884,12,58.65,0
73.0,48078.37,844.0,24,0.0556,2,1.52,1
62.0,75729.88,850.0,24,0.058,2,38.45,1
41.0,40636.38,686.0,36,0.0484,4,50.67,0
28.0,11323.27,724.0,60,0.0501,1,54.76,0
84.0,25576.64,708.0,48,0.051,12,8.38,0
46.0,256411.4,539.0,12,0.02,12,9.02,1
45.0,251199.07,666.0,48,0.0552,4,42.12,0
45.0,24670.43,850.0,12,0.066,12,30.32,0
48.0,117331.29,625.0,12,0.0386,1,17.5,0
43.0,18424.33,850.0,60,0.0479,12,35.71,1
36.0,243851.88,817.0,24,0.02,1,46.78,0
37.0,76514.52,740.0,12,0.0722,12,17.13,0
45.0,154761.65,756.0,60,0.0812,2,5.15,0
37.0,10774.17,608.0,24,0.0544,2,25.74,1
34.0,117905.31,673.0,24,0.0571,4,23.79,0
47.0,59416.42,844.0,48,0.0559,12,52.67,0
41.0,140354.84,639.0,48,0.065,12,2.7,0
68.0,149472.51,806.0,48,0.055,1,11.21,1
18.0,63945.39,562.0,36,0.0705,12,2.85,0
61.0,32832.38,580.0,24,0.0637,4,6.8,0
64.0,130574.1,850.0,36,0.0654,12,22.12,0
18.0,56378.63,699.0,48,0.0577,2,13.72,0
40.0,25014.6,646.0,60,0.0643,4,9.71,0
39.0,23857.35,836.0,48,0.0347,2,47.59,0
24.0,13668.31,825.0,12,0.02,4,13.94,0
33.0,35943.69,792.0,60,0.0484,4,21.88,0
28.0,180356.74,643.0,60,0.0872,4,40.98,1
71.0,71526.97,671.0,24,0.0633,4,47.13,0
59.0,35250.4,731.0,36,0.0647,1,31.44,0
64.0,133900.99,769.0,12,0.0299,4,5.63,0
56.0,26043.5,649.0,60,0.059,2,56.73,0
28.0,65864.2,717.0,36,0.0281,12,1.08,1
37.0,50029.58,727.0,36,0.0497,1,2.11,0
52.0,130500.28,829.0,12,0.0448,1,56.93,0
27.0,12366.81,775.0,12,0.0593,1,4.3,0
56.0,25586.04,549.0,48,0.0507,12,36.18,0
41.0,11634.78,679.0,48,0.0679,12,23.63,0
39.0,46184.67,607.0,60,0.0706,1,48.97,1
56.0,201073.84,757.0,60,0.0746,1,39.45,1
52.0,36118.22,792.0,60,0.1104,4,18.86,1
40.0,35929.58,710.0,48,0.0349,4,33.27,1
62.0,143160.9,673.0,60,0.0419,12,49.3,0
29.0,174302.85,707.0,60,0.0424,4,8.72,1
54.0,54799.09,721.0,48,0.02,2,35.95,0
54.0,118742.77,636.0,48,0.0557,2,12.67,1
40.0,20395.01,578.0,60,0.0481,4,18.76,0
50.0,237512.22,495.0,60,0.0731,4,0.1,1
26.0,513346.48,827.0,36,0.0683,1,4.16,1
59.0,100832.48,750.0,24,0.0589,4,22.29,0
42.0,7447.76,736.0,48,0.0554,2,36.09,1
37.0,34261.23,827.0,24,0.0388,12,11.04,1
61.0,110506.02,574.0,48,0.0539,12,17.78,1
34.0,39281.82,526.0,36,0.0576,1,12.56,0
24.0,213672.24,738.0,24,0.0495,12,21.18,0
22.0,107813.4,729.0,36,0.0496,4,32.76,0
54.0,29540.71,527.0,12,0.0528,1,2.26,0
26.0,61837.47,736.0,24,0.0542,4,2.51,0
71.0,24493.59,660.0,24,0.068,12,4.13,1
18.0,49881.98,619.0,24,0.02,4,49.67,0
70.0,34386.07,667.0,12,0.0556,1,12.99,0
48.0,193834.85,456.0,12,0.0552,1,23.18,1
44.0,496834.4,641.0,36,0.067,2,42.96,0
37.0,14311.4,630.0,12,0.048,12,41.34,0
51.0,8749.78,756.0,48,0.02,4,13.59,1
44.0,46855.68,684.0,60,0.02,2,0.02,1
62.0,13115.95,764.0,24,0.02,2,38.02,0
47.0,62705.95,445.0,36,0.0703,12,16.83,1
47.0,126618.78,616.0,36,0.0212,4,18.24,1
40.0,266769.93,756.0,36,0.0764,12,52.34,0
44.0,73232.5,669.0,36,0.0426,4,3.44,0
50.0,49357.49,785.0,24,0.0457,2,20.66,0
19.0,8280.14,520.0,36,0.0849,2,17.2,0
25.0,61462.66,773.0,24,0.0556,2,23.88,0
56.0,64298.22,636.0,36,0.0227,4,7.82,1
48.0,113431.77,626.0,36,0.0524,1,57.37,0
42.0,29481.31,799.0,60,0.0692,12,15.59,1
45.0,38752.38,816.0,48,0.0393,4,13.22,1
50.0,13656.87,803.0,12,0.0865,12,1.19,0
37.0,6055.41,850.0,12,0.025,12,33.34,0
33.0,19761.74,827.0,12,0.02,2,4.11,0
48.0,12452.47,620.0,48,0.0849,12,4.35,1
30.0,83843.92,714.0,24,0.033,1,8.24,1
51.0,35662.89,664.0,12,0.0305,4,13.9,1
19.0,34953.11,850.0,12,0.04,1,1.07,0
60.0,22372.48,810.0,12,0.0305,1,41.98,1
52.0,2362.4,681.0,24,0.068,2,3.49,1
49.0,270576.66,788.0,48,0.0407,4,1.94,0
60.0,22020.51,577.0,48,0.0262,4,2.45,1
70.0,39639.44,725.0,24,0.0445,1,55.24,0
60.0,13976.15,606.0,60,0.0319,4,4.04,1
18.0,158249.84,531.0,36,0.0492,12,27.38,1
26.0,69108.22,778.0,24,0.0309,4,27.46,0
36.0,26203.14,791.0,36,0.0461,4,11.44,0
45.0,40447.92,746.0,48,0.0466,12,22.21,0
53.0,320673.88,682.0,36,0.0873,12,37.16,1
34.0,55660.75,573.0,12,0.0736,12,0.15,1
48.0,49924.47,584.0,36,0.0535,12,1.06,1
34.0,23356.22,603.0,36,0.0439,4,31.78,0
36.0,9003.95,677.0,48,0.0436,2,4.2,0
24.0,51019.4,808.0,60,0.0526,2,23.99,0
31.0,82907.86,806.0,36,0.0332,12,14.59,0
25.0,179797.13,535.0,48,0.0425,4,34.52,0
30.0,6320.18,631.0,12,0.045,4,9.15,0
61.0,19436.42,628.0,36,0.0496,4,3.13,1
31.0,33498.6,447.0,36,0.0532,4,6.04,1
84.0,59666.09,757.0,12,0.0645,4,1.42,1
52.0,51790.72,675.0,24,0.0685,2,45.96,1
48.0,53014.0,689.0,60,0.0609,1,5.16,1
32.0,90047.81,835.0,12,0.0849,1,39.33,0
56.0,24262.98,709.0,12,0.0632,1,24.56,0
36.0,152381.34,657.0,12,0.0489,12,6.11,0
47.0,92360.29,757.0,24,0.0484,12,7.88,0
83.0,43484.84,806.0,12,0.0682,2,0.41,1
44.0,296827.96,730.0,24,0.0451,2,14.2,1
62.0,283910.99,769.0,60,0.0581,4,50.54,0
34.0,152191.57,685.0,24,0.0601,2,21.76,0
44.0,2926.15,692.0,60,0.02,12,5.66,1
72.0,290379.83,711.0,60,0.0201,2,38.5,0
36.0,132555.74,625.0,60,0.0675,4,9.21,0
72.0,445257.76,643.0,48,0.0589,4,4.04,0
56.0,206377.97,838.0,60,0.02,4,32.69,0
37.0,290204.95,850.0,24,0.02,12,11.92,1
54.0,144156.51,850.0,48,0.0791,1,1.08,0
60.0,230658.42,568.0,12,0.063,1,1.35,0
54.0,439821.28,558.0,12,0.0776,12,34.7,0
21.0,74351.17,581.0,36,0.0307,4,2.74,1
34.0,12428.77,713.0,60,0.0377,4,38.16,1
41.0,44026.15,419.0,36,0.0864,12,1.63,1
44.0,88428.15,641.0,60,0.0582,1,5.23,0
54.0,64530.13,841.0,60,0.0517,4,32.87,1
48.0,17213.31,798.0,24,0.0468,4,48.59,0
25.0,11718.6,649.0,24,0.02,1,5.53,1
51.0,28533.59,657.0,12,0.0726,12,2.14,0
54.0,134287.67,757.0,48,0.02,2,45.98,0
53.0,290785.1,794.0,12,0.0631,4,14.77,1
61.0,149726.81,647.0,60,0.0517,1,48.98,0
58.0,172374.94,677.0,48,0.0559,12,8.65,0
52.0,55225.74,643.0,36,0.0382,1,13.02,1
44.0,10487.27,567.0,60,0.0792,1,13.24,1
20.0,37978.65,678.0,24,0.0384,2,22.18,0
51.0,46223.13,670.0,12,0.0495,4,17.02,1
48.0,36422.7,574.0,12,0.0503,4,27.49,1
49.0,63240.16,765.0,36,0.0434,4,49.81,0
26.0,93099.1,748.0,12,0.0581,2,14.46,0
29.0,140507.37,770.0,12,0.0644,1,23.08,0
61.0,45337.06,623.0,48,0.0478,12,6.65,0
44.0,8921.69,502.0,60,0.0626,1,44.59,1
55.0,36942.66,747.0,48,0.0628,4,14.38,1
45.0,62549.3,634.0,48,0.0579,2,6.04,0
45.0,203375.22,611.0,12,0.0801,1,6.46,1
59.0,33934.66,574.0,60,0.0824,2,31.77,1
37.0,99961.82,672.0,12,0.042,12,20.14,0
46.0,80024.48,850.0,12,0.044,12,9.84,0
38.0,62561.2,649.0,48,0.0639,4,1.36,1
38.0,151832.52,591.0,24,0.0487,2,18.49,1
40.0,30920.01,765.0,24,0.0562,4,26.24,1
48.0,33685.19,717.0,48,0.0266,2,0.88,0
38.0,59165.81,488.0,48,0.0446,2,3.02,1
64.0,31566.56,766.0,12,0.0517,12,14.47,0
32.0,99509.89,850.0,60,0.0317,1,55.33,0
42.0,29342.95,440.0,12,0.02,1,8.31,0
38.0,75079.6,576.0,12,0.0755,12,12.15,1
67.0,54167.0,415.0,36,0.02,12,12.59,1
48.0,74230.17,692.0,12,0.0812,2,1.92,1
60.0,37807.34,799.0,60,0.0726,1,18.81,0
23.0,42655.51,711.0,12,0.0562,4,46.27,0
49.0,65907.62,839.0,48,0.059,4,22.92,0
58.0,73282.31,783.0,60,0.0649,1,17.03,1
46.0,59623.08,850.0,48,0.0417,1,58.27,0
61.0,329510.12,816.0,36,0.0426,1,24.21,0
37.0,22231.45,660.0,36,0.0461,2,7.8,0
66.0,56150.8,707.0,60,0.0569,12,1.39,1
79.0,12411.4,613.0,24,0.0366,12,29.69,1
40.0,86862.48,677.0,24,0.0398,2,15.71,0
38.0,19628.81,706.0,60,0.09,4,24.59,1
67.0,45328.43,692.0,60,0.0562,2,26.54,1
69.0,41271.84,834.0,48,0.0268,1,22.45,0
37.0,79291.89,667.0,36,0.0671,12,11.56,0
39.0,34448.1,607.0,60,0.0443,12,0.61,1
41.0,33014.24,613.0,12,0.0379,2,8.81,1
25.0,251665.59,766.0,48,0.0988,12,2.77,0
31.0,79583.88,560.0,36,0.0515,2,23.25,1
30.0,34164.73,680.0,48,0.0339,12,8.13,1
33.0,46591.17,833.0,36,0.0384,2,40.9,0
44.0,310318.65,729.0,12,0.053,1,44.12,0
49.0,47326.95,693.0,36,0.0528,2,38.74,0
68.0,30053.17,696.0,48,0.0593,12,20.3,0
30.0,30182.09,597.0,36,0.02,2,50.12,0
60.0,34574.56,614.0,48,0.0277,2,21.66,1
42.0,33040.93,680.0,60,0.0462,12,18.13,0
44.0,16653.11,727.0,12,0.0394,1,9.17,1
55.0,19453.84,795.0,48,0.0285,2,5.07,1
28.0,26125.83,709.0,24,0.0574,4,12.67,1
51.0,108182.08,835.0,24,0.0591,4,9.8,0
47.0,40894.98,850.0,36,0.0844,1,6.24,1
52.0,48670.98,780.0,60,0.0641,1,11.65,0
49.0,213221.76,822.0,60,0.0596,12,11.99,1
82.0,218601.81,601.0,24,0.0465,12,22.73,0
35.0,45155.85,585.0,36,0.1043,2,34.25,0
37.0,31860.95,752.0,60,0.0433,1,2.08,0
36.0,25224.47,566.0,60,0.0431,2,48.44,0
37.0,119703.82,671.0,36,0.0694,12,42.56,0
35.0,48790.59,777.0,48,0.02,2,59.99,0
63.0,40680.54,841.0,24,0.0484,2,15.34,0
66.0,26538.07,675.0,60,0.052,2,52.07,0
36.0,27731.76,635.0,48,0.0419,1,16.72,1
33.0,82459.14,732.0,48,0.071,4,13.86,0
52.0,16067.63,593.0,48,0.0599,1,16.11,1
37.0,161921.79,683.0,48,0.0559,2,1.22,0
54.0,35106.98,699.0,12,0.0513,12,10.29,1
48.0,51552.92,697.0,12,0.0428,4,3.95,1
22.0,15725.24,709.0,36,0.02,2,4.51,0
68.0,59138.3,617.0,24,0.0608,2,5.5,1
72.0,43117.28,627.0,36,0.0692,12,22.78,0
36.0,56949.46,625.0,12,0.0499,2,14.16,1
39.0,260852.11,538.0,36,0.0201,2,9.39,1
49.0,71517.54,734.0,36,0.0401,4,10.28,1
50.0,27047.26,789.0,48,0.0405,1,18.15,1
55.0,29397.95,780.0,60,0.0408,12,27.86,0
75.0,108567.91,674.0,12,0.06,12,55.7,0
42.0,219409.1,619.0,12,0.0238,12,31.16,1
33.0,79373.36,774.0,36,0.0461,1,36.88,0
24.0,119218.44,764.0,60,0.0468,1,25.09,0
34.0,110165.35,722.0,36,0.0802,4,13.5,0
45.0,247474.89,850.0,24,0.0579,4,0.11,0
72.0,8522.03,697.0,12,0.0412,12,19.74,1
37.0,116683.33,674.0,48,0.0778,1,14.17,1
48.0,160129.16,660.0,48,0.0259,4,59.64,0
45.0,15697.81,544.0,48,0.0366,2,46.21,0
63.0,24694.4,766.0,12,0.02,1,2.73,0
83.0,25571.08,689.0,12,0.0816,2,26.65,0
37.0,28888.82,751.0,48,0.0543,4,7.01,0
38.0,36985.56,850.0,12,0.0458,2,45.58,1
61.0,76313.32,661.0,48,0.0748,4,11.16,0
55.0,142297.42,466.0,24,0.0384,12,2.17,1
73.0,176542.51,748.0,24,0.0411,12,25.43,1
54.0,25904.63,717.0,24,0.0719,12,14.15,1
40.0,25727.02,627.0,36,0.0385,1,2.39,1
54.0,223199.63,740.0,36,0.0403,1,35.78,1
62.0,114318.53,779.0,60,0.0513,12,18.39,1
57.0,65046.97,605.0,60,0.0568,1,18.89,0
53.0,96118.46,670.0,60,0.0647,4,1.34,0
61.0,58116.0,848.0,24,0.0457,2,16.09,1
63.0,101172.75,628.0,24,0.02,4,6.21,0
66.0,42784.59,707.0,24,0.0571,12,16.11,1
55.0,78339.32,438.0,12,0.0541,2,30.51,0
42.0,13219.57,552.0,12,0.0535,4,15.91,1
47.0,30098.05,716.0,24,0.0349,2,2.01,1
63.0,30424.05,823.0,48,0.02,1,43.76,0
33.0,41175.96,564.0,60,0.0494,2,11.77,0
51.0,23706.08,707.0,36,0.031,2,4.42,0
39.0,35117.55,662.0,60,0.0611,12,51.45,0
45.0,13168.54,795.0,48,0.065,1,29.69,0
64.0,103642.26,578.0,12,0.02,4,7.64,0
48.0,55132.05,743.0,24,0.036,12,32.82,1
46.0,10881.21,635.0,12,0.0841,2,13.38,0
25.0,25982.28,722.0,12,0.0411,4,4.91,0
56.0,83834.63,707.0,48,0.0539,2,16.95,0
55.0,34786.27,675.0,12,0.0676,2,6.84,1
77.0,29823.7,748.0,12,0.0545,4,52.11,0
40.0,55570.48,704.0,60,0.0718,2,18.44,0
48.0,84423.2,687.0,60,0.0687,2,46.82,0
49.0,14237.68,664.0,48,0.0766,4,12.61,1
69.0,103790.37,708.0,24,0.0535,4,5.68,0
44.0,26895.3,722.0,60,0.0419,12,9.39,0
49.0,58810.28,601.0,12,0.0237,4,4.81,0
54.0,57790.51,665.0,36,0.0584,12,21.56,1
48.0,35345.77,594.0,60,0.0749,4,58.19,0
38.0,21511.44,696.0,36,0.0352,12,10.85,0
48.0,44995.31,641.0,24,0.0374,12,10.26,1
61.0,304166.43,777.0,12,0.0428,2,49.2,0
30.0,15341.62,767.0,60,0.032,1,26.71,1
47.0,325238.17,608.0,24,0.053,4,4.9,1
34.0,46178.93,700.0,48,0.0399,4,25.38,1
63.0,62029.88,764.0,24,0.0262,2,14.84,1
22.0,20197.0,682.0,48,0.0334,1,27.0,0
37.0,27687.34,627.0,48,0.0788,1,7.07,1
51.0,36209.99,591.0,60,0.0523,4,24.59,0
68.0,21042.62,785.0,36,0.079,4,49.07,0
44.0,48585.58,790.0,48,0.0392,12,35.14,0
37.0,39854.24,679.0,12,0.021,1,21.13,1
73.0,381086.3,777.0,60,0.0445,1,39.39,0
23.0,18657.92,403.0,48,0.0829,12,17.53,0
18.0,66349.43,833.0,60,0.02,12,12.02,1
52.0,76714.52,684.0,12,0.02,4,8.21,1
37.0,20530.76,714.0,60,0.0441,1,23.04,0
30.0,118993.9,668.0,60,0.0711,2,20.68,1
56.0,40202.04,840.0,48,0.0292,12,39.81,0
49.0,4952.31,594.0,24,0.0534,1,52.18,0
37.0,115826.61,847.0,60,0.0488,1,26.62,0
26.0,19595.58,740.0,48,0.0739,1,22.94,1
58.0,20998.89,762.0,12,0.0963,1,31.58,1
55.0,119121.84,667.0,12,0.0343,12,10.15,0
44.0,42312.53,569.0,24,0.0429,2,42.93,0
73.0,149907.27,793.0,12,0.0487,2,41.9,0
29.0,200820.37,731.0,48,0.0336,12,3.79,1
22.0,31415.97,836.0,24,0.0854,1,18.23,0
35.0,132357.58,681.0,48,0.0277,12,1.63,0
44.0,28128.52,658.0,24,0.0751,12,38.17,0
49.0,558559.22,839.0,24,0.0414,1,13.24,1
41.0,29942.76,850.0,48,0.0488,12,33.13,0
50.0,167056.51,701.0,24,0.0524,12,7.33,0
26.0,139217.12,625.0,48,0.0404,1,1.37,1
67.0,82132.4,781.0,12,0.0656,2,20.15,1
44.0,30621.47,675.0,12,0.0586,12,7.38,0
62.0,51462.18,760.0,60,0.0806,4,8.24,0
50.0,6949.41,674.0,36,0.0628,1,34.24,0
52.0,74938.27,850.0,36,0.026,4,43.87,0
54.0,84932.77,630.0,12,0.0469,12,0.48,0
52.0,68425.4,748.0,60,0.0816,2,26.53,0
55.0,3061.6,651.0,36,0.0386,12,37.88,0
65.0,16888.08,672.0,48,0.0797,1,38.87,1
48.0,28336.59,659.0,48,0.0644,2,2.24,1
56.0,80150.3,774.0,24,0.0661,12,0.97,0
44.0,79964.57,792.0,36,0.02,1,50.34,1
67.0,50502.4,756.0,48,0.0584,4,0.22,1
35.0,113011.58,689.0,36,0.0916,12,39.91,1
72.0,21455.96,714.0,24,0.0326,4,0.62,1
44.0,110220.15,790.0,12,0.0818,1,7.11,0
24.0,96253.64,793.0,60,0.0537,1,59.53,0
47.0,87339.21,431.0,24,0.0339,4,45.91,0
35.0,49909.15,673.0,24,0.0443,2,4.17,0
58.0,373526.35,678.0,24,0.02,12,40.73,0
35.0,98046.36,767.0,60,0.0508,1,32.13,1
38.0,22735.07,693.0,48,0.0582,2,37.76,0
18.0,76749.76,772.0,36,0.0973,1,21.63,1
38.0,127068.73,592.0,12,0.0577,1,44.93,0
18.0,33252.71,726.0,12,0.0786,1,9.7,0
21.0,177952.55,790.0,60,0.03,4,15.01,0
56.0,87731.27,553.0,12,0.0464,4,27.81,0
57.0,5753.26,850.0,60,0.0564,1,13.41,1
51.0,80795.13,819.0,60,0.0328,12,39.78,0
30.0,39893.59,700.0,36,0.0456,2,8.19,0
44.0,102455.09,617.0,36,0.0694,1,17.1,1
45.0,153924.09,682.0,60,0.0986,2,14.57,0
28.0,72777.49,708.0,36,0.0664,1,17.62,0
68.0,316554.99,744.0,48,0.0358,2,42.65,0
58.0,50075.8,850.0,24,0.0493,12,4.83,0
42.0,111839.25,652.0,12,0.029,2,11.35,1
45.0,133912.59,756.0,12,0.0551,1,32.42,1
48.0,54320.34,571.0,12,0.0798,12,2.75,1
18.0,130453.79,659.0,12,0.056,1,4.55,1
41.0,33035.14,738.0,48,0.0498,1,5.39,1
35.0,39239.2,769.0,48,0.0486,4,17.53,1
30.0,16115.09,625.0,24,0.0539,2,48.28,0
41.0,76222.28,656.0,60,0.0833,1,15.82,0
72.0,82888.51,846.0,36,0.0654,12,21.59,1
55.0,194709.34,816.0,24,0.0294,12,47.92,1
36.0,132076.95,721.0,12,0.0381,12,12.95,1
54.0,45035.41,476.0,36,0.0745,4,4.85,0
